test_id,test_name,provider,model,effort,pass,duration_ms,input_tokens,output_tokens
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,604662,3310896,4761
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,180529,265030,8746
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,497927,1512793,22807
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,606648,3664811,4437
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,79225,98454,3239
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,209662,478762,8639
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,true,325735,735301,11801
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,true,342087,829102,12280
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,415660,1140313,14962
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,125167,199707,4946
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,true,332312,782105,12639
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,false,606862,2825718,5560
get-verification-code,Get verification code from text message,claude-claude-opus-4-6,claude-opus-4-6,low,true,114567,142589,4480
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,65211,186820,1305
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,true,123591,435445,3139
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,true,197849,805354,6168
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,true,420648,1413749,10844
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,249113,921499,6537
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,29089,56997,914
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,278514,1203871,8564
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,264767,925343,6060
get-verification-code,Get verification code from text message,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,117168,276513,2288
airplane-mode-on,Turn on airplane mode,codex-gpt-5.1-codex,gpt-5.1-codex,low,true,47919,214633,2152
airplane-mode-off,Turn off airplane mode,codex-gpt-5.1-codex,gpt-5.1-codex,low,true,140040,954377,6015
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.1-codex,gpt-5.1-codex,low,true,271162,1838660,11610
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.1-codex,gpt-5.1-codex,low,false,607078,0,0
get-verification-code,Get verification code from text message,codex-gpt-5.1-codex,gpt-5.1-codex,low,true,141597,759131,6190
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,226963,674678,4570
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,false,100798,394833,2481
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,true,470642,2273070,13776
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,false,606927,0,0
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,75574,211741,2345
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,false,47796,84424,1313
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,true,386989,1789475,8617
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,true,223559,874315,4856
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,605493,3757422,5269
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,489358,1263645,20935
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,364057,927382,16409
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,435520,1439448,19945
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,552438,1767678,23458
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,603627,3636173,3901
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,335292,787587,15054
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,448603,1227788,20812
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,125092,484044,3834
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,false,42699,134402,1127
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,false,486885,1619027,9797
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,true,160992,540187,4131
get-verification-code,Get verification code from text message,codex-gpt-5.4,gpt-5.4,low,true,53832,150298,1503
airplane-mode-off,Turn off airplane mode,gemini-gemini-2.5-flash,gemini-2.5-flash,,false,198203,414275,2450
set-alarm-5pm,Set an alarm for 5:00 PM,gemini-gemini-2.5-flash,gemini-2.5-flash,,false,90035,163252,987
uninstall-app,Uninstall the Firefox Focus app,gemini-gemini-2.5-flash,gemini-2.5-flash,,false,300911,566916,4138
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-5,claude-sonnet-4-5,low,false,603572,6262269,513
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-5,claude-sonnet-4-5,low,true,434371,1091911,16903
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-5,claude-sonnet-4-5,low,true,382577,1268703,17688
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-5,claude-sonnet-4-5,low,false,607661,4229680,302
get-verification-code,Get verification code from text message,claude-claude-sonnet-4-5,claude-sonnet-4-5,low,false,605231,5706405,381
set-alarm-5pm,Set an alarm for 5:00 PM,gemini-gemini-2.5-flash-lite,gemini-2.5-flash-lite,,false,24446,49580,195
uninstall-app,Uninstall the Firefox Focus app,gemini-gemini-2.5-flash-lite,gemini-2.5-flash-lite,,false,36195,96771,5373
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,415789,1329153,7819
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,74446,286434,2464
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,261186,770196,6345
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,329512,1018829,6184
get-verification-code,Get verification code from text message,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,109912,381527,2948
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,246894,991081,4660
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,false,199718,700939,5539
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,true,274591,1033639,5078
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,true,165112,538818,3788
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,603839,2528995,3058
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,76319,84481,3424
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,603436,3385056,3644
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,602458,2098134,23798
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,51789,108522,1126
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,121008,311169,2760
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,555938,2465089,13985
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,239026,530813,6087
set-alarm-5pm,Set an alarm for 5:00 PM,gemini-gemini-2.5-flash,gemini-2.5-flash,,false,603916,0,0
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,243105,795445,6071
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,172650,389978,3873
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,257723,754661,5435
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,113612,209738,2904
airplane-mode-off,Turn off airplane mode,gemini-gemini-2.5-flash-lite,gemini-2.5-flash-lite,,false,62962,181519,3570
uninstall-app,Uninstall the Firefox Focus app,gemini-gemini-2.5-flash-lite,gemini-2.5-flash-lite,,false,48416,159558,3245
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,102321,304535,2083
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,true,174922,547499,4466
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,false,412830,2255283,9841
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,true,297886,798166,6502
get-verification-code,Get verification code from text message,codex-gpt-5.4,gpt-5.4,low,true,92709,224954,2659
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,66518,63741,2534
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,165404,282118,6033
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,false,603941,3508866,3740
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,false,607430,1756962,3279
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,366162,1230222,8111
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,120528,419144,3128
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,512883,1588533,9664
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,212983,495603,4784
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,484502,1435006,20629
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,241288,508874,10822
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,480248,1204145,21490
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,399560,971663,17284
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,53093,123809,1468
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,103752,190420,2324
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,602160,2231273,11129
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,231210,913850,4993
get-verification-code,Get verification code from text message,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,83972,245413,2109
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,false,518364,2335540,12236
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,true,117526,484383,3082
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,true,251788,1080994,5719
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,true,533853,1994832,11346
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,56700,215119,1452
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,false,119133,426922,2409
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,true,437246,2198400,8449
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,true,384693,1540883,9719
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,604268,4304432,5551
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,575009,1620431,25775
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,408557,953554,20777
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,498513,2327162,24720
get-verification-code,Get verification code from text message,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,113754,262194,6563
airplane-mode-on,Turn on airplane mode,gemini-gemini-2.5-flash,gemini-2.5-flash,,false,559265,795201,4998
airplane-mode-off,Turn off airplane mode,gemini-gemini-2.5-flash,gemini-2.5-flash,,false,319898,574559,3325
set-alarm-5pm,Set an alarm for 5:00 PM,gemini-gemini-2.5-flash,gemini-2.5-flash,,false,81342,245761,1789
uninstall-app,Uninstall the Firefox Focus app,gemini-gemini-2.5-flash,gemini-2.5-flash,,false,545964,572679,5174
airplane-mode-on,Turn on airplane mode,codex-gpt-5.2-codex,gpt-5.2-codex,low,false,48723,176648,1288
airplane-mode-off,Turn off airplane mode,codex-gpt-5.2-codex,gpt-5.2-codex,low,true,54792,225491,1373
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.2-codex,gpt-5.2-codex,low,false,604041,0,0
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.2-codex,gpt-5.2-codex,low,false,607114,0,0
get-verification-code,Get verification code from text message,codex-gpt-5.2-codex,gpt-5.2-codex,low,true,13369,35225,211
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,195810,518941,4540
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,125336,248720,3063
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,404787,1261176,9755
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,566924,2525196,12045
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,316861,1481712,7478
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,true,104842,411906,2616
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,false,603640,0,0
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,true,363876,1046506,8141
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-5,claude-opus-4-5,low,true,178921,230642,8216
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-5,claude-opus-4-5,low,true,127011,148728,6162
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-5,claude-opus-4-5,low,false,603891,4972481,463
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-5,claude-opus-4-5,low,true,473957,1350847,18894
get-verification-code,Get verification code from text message,claude-claude-opus-4-5,claude-opus-4-5,low,true,259981,639975,11898
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-5,claude-sonnet-4-5,low,true,590900,1636917,21049
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-5,claude-sonnet-4-5,low,true,597876,1814094,22257
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-5,claude-sonnet-4-5,low,false,604141,5170725,591
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-5,claude-sonnet-4-5,low,false,607007,4084049,313
get-verification-code,Get verification code from text message,claude-claude-sonnet-4-5,claude-sonnet-4-5,low,true,275965,499710,11494
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,63024,215924,1550
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,false,168705,705746,5620
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,true,484134,2253207,14199
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,true,286885,1018598,8132
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,129847,154086,5060
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,108575,158003,4023
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,true,340252,701526,11237
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,true,587236,2206050,21075
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,245605,543397,12580
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,604758,3095507,4410
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,488244,1680903,23735
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,606968,3564648,4705
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,332485,1340281,8238
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,329571,772675,5996
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,434067,958083,6961
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,160188,427443,3912
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,53076,148177,1341
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,205931,529132,4986
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,457129,1925590,10250
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,379310,1048425,7263
airplane-mode-off,Turn off airplane mode,gemini-gemini-2.5-flash-lite,gemini-2.5-flash-lite,,false,11886,24890,111
set-alarm-5pm,Set an alarm for 5:00 PM,gemini-gemini-2.5-flash-lite,gemini-2.5-flash-lite,,false,11959,24855,147
uninstall-app,Uninstall the Firefox Focus app,gemini-gemini-2.5-flash-lite,gemini-2.5-flash-lite,,false,25498,41015,3355
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,79818,84682,2837
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,false,101954,151760,4259
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,true,283075,674528,11121
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,true,387931,1111880,13972
get-verification-code,Get verification code from text message,claude-claude-opus-4-6,claude-opus-4-6,low,true,95571,146070,3812
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,152678,579753,3901
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,66835,284887,2077
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,389823,1246757,9525
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,181145,512455,4663
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,528034,1683945,22709
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,191961,154348,5546
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,556561,1253271,19604
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,235007,441106,9831
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,64096,139625,1640
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,68596,188195,1647
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,481644,1881869,9985
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,111507,312621,3182
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,65219,58668,2238
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,87505,117509,3330
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,true,254104,593354,10595
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,true,237958,598073,9992
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,78020,92313,3154
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,184836,331763,6755
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,false,604029,2943047,4298
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,false,606426,3112195,4595
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,546430,3277789,12590
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,false,65911,225971,1629
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,true,399377,2222002,8016
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,false,606483,0,0
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,52646,186674,1238
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,false,36990,123927,1034
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,true,464965,1417997,9580
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,true,370519,1662335,9541
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,57360,52646,2037
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,102228,73430,2478
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,true,244834,580811,9848
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,false,607690,2186581,4425
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,202475,383031,7922
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,113279,135243,3876
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,true,329395,747595,11745
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,true,289767,656276,10328
get-verification-code,Get verification code from text message,claude-claude-opus-4-6,claude-opus-4-6,low,true,77624,81544,2811
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,93376,255855,1635
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,true,240585,1068188,5139
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,true,218217,732905,6447
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,true,291384,1299987,5797
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,62496,42189,1751
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,105374,155983,4098
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,true,413834,1216252,14993
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,false,607171,2958882,4376
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,334319,1355710,7567
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,98379,348810,3135
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,486130,2287392,11149
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,606046,0,0
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,114765,203265,2044
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,314929,896644,6055
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,219515,575062,4336
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,460003,2196309,10033
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-5,claude-opus-4-5,low,true,173240,309981,8647
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-5,claude-opus-4-5,low,true,211811,397714,9768
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-5,claude-opus-4-5,low,true,407943,1581446,20597
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-5,claude-opus-4-5,low,false,607173,4655553,518
get-verification-code,Get verification code from text message,claude-claude-opus-4-5,claude-opus-4-5,low,true,200933,308121,9195
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-5,claude-opus-4-5,low,true,114683,124959,4490
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-5,claude-opus-4-5,low,true,427416,1344990,19527
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-5,claude-opus-4-5,low,true,451612,997410,16467
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-5,claude-opus-4-5,low,true,404513,749311,13577
get-verification-code,Get verification code from text message,claude-claude-opus-4-5,claude-opus-4-5,low,true,196184,337466,9118
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,156205,237184,6277
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,90808,113272,3424
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,true,298296,676036,11381
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,true,415449,1213104,14600
get-verification-code,Get verification code from text message,claude-claude-opus-4-6,claude-opus-4-6,low,true,110876,151591,4185
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,246231,581929,9915
