test_id,test_name,provider,model,effort,pass,duration_ms,input_tokens,output_tokens
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,445777,1192407,18794
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,603870,2958420,3169
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,607011,2924218,3843
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,439791,634548,13132
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,455186,1261029,20012
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,387040,886400,18662
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,608951,2659367,3902
airplane-mode-on,Turn on airplane mode,gemini-gemini-2.5-flash-lite,gemini-2.5-flash-lite,,false,82780,344046,5086
airplane-mode-off,Turn off airplane mode,gemini-gemini-2.5-flash-lite,gemini-2.5-flash-lite,,false,15908,50828,749
set-alarm-5pm,Set an alarm for 5:00 PM,gemini-gemini-2.5-flash-lite,gemini-2.5-flash-lite,,false,73310,501180,5689
uninstall-app,Uninstall the Firefox Focus app,gemini-gemini-2.5-flash-lite,gemini-2.5-flash-lite,,false,57676,306173,5474
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,310087,704701,13375
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,380659,877730,16814
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,525871,1208947,25394
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,252807,460842,10827
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,76611,204158,1571
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,false,56049,134061,1190
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,true,516901,2486270,13373
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,false,607612,0,0
get-verification-code,Get verification code from text message,codex-gpt-5.4,gpt-5.4,low,true,43896,154491,1219
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-5,claude-opus-4-5,low,true,227509,214276,9326
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-5,claude-opus-4-5,low,true,346874,665892,13752
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-5,claude-opus-4-5,low,false,603968,4662332,357
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-5,claude-opus-4-5,low,true,368043,1042852,16133
get-verification-code,Get verification code from text message,claude-claude-opus-4-5,claude-opus-4-5,low,true,290898,511432,10793
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,603787,3549560,4055
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,441612,1098710,19322
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,397867,1043662,16806
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,417519,1056767,18480
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,105173,328517,2815
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,140488,620996,4181
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,534465,1687721,10207
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,268559,1192328,6178
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,78224,196665,2067
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,false,229595,753205,6710
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,true,583700,2801247,9403
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,true,229882,835402,5048
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,48907,151273,1439
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,26458,44851,823
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,331803,673298,5311
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,196402,825318,4962
airplane-mode-on,Turn on airplane mode,gemini-gemini-2.5-flash-lite,gemini-2.5-flash-lite,,false,82206,293970,5298
airplane-mode-off,Turn off airplane mode,gemini-gemini-2.5-flash-lite,gemini-2.5-flash-lite,,false,14338,23691,544
set-alarm-5pm,Set an alarm for 5:00 PM,gemini-gemini-2.5-flash-lite,gemini-2.5-flash-lite,,false,33305,34524,6655
uninstall-app,Uninstall the Firefox Focus app,gemini-gemini-2.5-flash-lite,gemini-2.5-flash-lite,,false,67756,113650,8203
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,57699,171808,1597
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,false,51116,163778,1712
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,true,528202,2381054,12814
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,true,453142,2085338,7708
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,84203,238934,1461
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,false,355460,1503790,9436
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,false,436041,2122816,10048
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,true,323791,985593,6103
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,76556,273941,1776
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,true,126519,401485,2832
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,true,326788,1242873,7574
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,false,607582,0,0
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,98667,345375,2116
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,false,110914,400206,2473
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,false,603740,0,0
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,true,269863,889537,7132
get-verification-code,Get verification code from text message,codex-gpt-5.4,gpt-5.4,low,true,117107,475446,3045
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,114489,179432,6270
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,182347,405324,10383
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,603094,3954600,4226
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,487081,2008044,22704
airplane-mode-off,Turn off airplane mode,gemini-gemini-2.5-flash-lite,gemini-2.5-flash-lite,,false,33877,49998,2404
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,343303,1045030,7593
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,75709,139319,1808
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,397915,1522466,10433
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,499478,1732980,10319
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,51835,53485,2075
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,110508,164403,4260
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,true,345667,983711,13932
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,true,189768,392616,7545
get-verification-code,Get verification code from text message,claude-claude-opus-4-6,claude-opus-4-6,low,true,115425,146100,3953
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,89605,95046,3365
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,110099,170152,4318
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,false,603564,3322529,4558
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,true,425003,904822,12191
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,54878,47837,2031
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,127442,180751,4618
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,true,503249,1613482,17688
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,false,606596,3090220,4001
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,328330,1361044,9145
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,102414,411758,3344
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,477433,1591446,10084
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,397634,1463444,9460
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,431293,1097729,19332
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,326296,744080,14322
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,576814,1768140,25418
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,602504,2125914,24174
get-verification-code,Get verification code from text message,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,85287,123825,3888
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,62244,112299,1484
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,251305,1181916,7859
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,207139,837483,6016
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,449672,2366261,11016
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,259636,1003537,5830
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,true,120668,331781,2185
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,true,423130,1781883,8457
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,false,607864,0,0
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,90708,228014,1592
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,false,68204,174104,1355
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,true,477247,2476825,16005
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,false,606346,0,0
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,83280,119803,3984
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,137255,216980,5081
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,true,509117,1479717,17404
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,true,295240,708204,10814
get-verification-code,Get verification code from text message,claude-claude-opus-4-6,claude-opus-4-6,low,true,66533,61955,2383
airplane-mode-on,Turn on airplane mode,codex-gpt-5.1-codex,gpt-5.1-codex,low,true,105470,567377,4504
airplane-mode-off,Turn off airplane mode,codex-gpt-5.1-codex,gpt-5.1-codex,low,true,433228,3426650,14587
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.1-codex,gpt-5.1-codex,low,false,603908,0,0
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.1-codex,gpt-5.1-codex,low,false,606761,0,0
get-verification-code,Get verification code from text message,codex-gpt-5.1-codex,gpt-5.1-codex,low,true,42593,158749,1895
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,604172,3657867,4300
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,382729,716664,17987
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,603241,3313338,4037
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,456590,1280613,18040
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,168796,134870,4823
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,163495,335686,6787
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,true,295752,675429,10913
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,false,607551,3147514,4553
airplane-mode-on,Turn on airplane mode,codex-gpt-5.2-codex,gpt-5.2-codex,low,true,44753,156023,1110
airplane-mode-off,Turn off airplane mode,codex-gpt-5.2-codex,gpt-5.2-codex,low,true,83678,293153,2234
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.2-codex,gpt-5.2-codex,low,false,603495,0,0
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.2-codex,gpt-5.2-codex,low,false,606761,0,0
get-verification-code,Get verification code from text message,codex-gpt-5.2-codex,gpt-5.2-codex,low,true,168757,610415,3451
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,166451,217167,7590
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,371974,684059,17202
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,386410,1013443,16629
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,606883,3563651,4275
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,46267,113547,1454
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,108021,234979,2060
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,436009,1837682,10704
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,240524,499434,4547
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,83007,100163,3489
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,119492,192892,4577
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,true,149903,310002,6941
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,true,525625,1098027,13677
get-verification-code,Get verification code from text message,claude-claude-opus-4-6,claude-opus-4-6,low,true,131712,221434,5275
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,344583,1271626,8411
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,222415,687425,6859
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,198546,655989,4812
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,161177,472666,3752
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,416937,1865254,9514
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,true,97162,278952,2112
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,true,369675,1589668,6687
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,false,436849,2065169,10540
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,455316,2464359,9845
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,false,452252,1817403,10699
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,false,456488,1680147,10978
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,false,608057,0,0
get-verification-code,Get verification code from text message,codex-gpt-5.4,gpt-5.4,low,true,126666,430810,2930
airplane-mode-on,Turn on airplane mode,codex-gpt-5.1-codex,gpt-5.1-codex,low,true,57556,305752,3141
airplane-mode-off,Turn off airplane mode,codex-gpt-5.1-codex,gpt-5.1-codex,low,false,604597,0,0
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.1-codex,gpt-5.1-codex,low,false,603892,0,0
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.1-codex,gpt-5.1-codex,low,false,606799,0,0
get-verification-code,Get verification code from text message,codex-gpt-5.1-codex,gpt-5.1-codex,low,true,10821,46100,312
airplane-mode-on,Turn on airplane mode,codex-gpt-5.2-codex,gpt-5.2-codex,low,true,40914,150161,1071
airplane-mode-off,Turn off airplane mode,codex-gpt-5.2-codex,gpt-5.2-codex,low,true,52082,215208,1486
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.2-codex,gpt-5.2-codex,low,false,604060,0,0
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.2-codex,gpt-5.2-codex,low,false,330488,1702111,8047
get-verification-code,Get verification code from text message,codex-gpt-5.2-codex,gpt-5.2-codex,low,true,250538,912067,6856
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,152518,225100,5976
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,104768,173668,4500
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,true,260353,606773,10414
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,true,476218,1603612,17362
get-verification-code,Get verification code from text message,claude-claude-opus-4-6,claude-opus-4-6,low,true,75889,88917,3080
airplane-mode-on,Turn on airplane mode,gemini-gemini-2.5-flash-lite,gemini-2.5-flash-lite,,false,58401,110868,2731
